index,country,person_name,unique_id,individual_id,company_id,gender,company_name,dual_listed,ticker,role_name,role_start_date,role_end_date,tenure_days,tenure_year,start_year,start_month,start_quarter,start_half,sector_bx,industry,appointment,revenue,market_cap,half_year,count
S&P/TSX Composite,Canada,Paul B Tomory,1.3063E+12,1306303,740578,Male,CENTERRA GOLD INC,No,CG,President/CEO,09/05/2023,08:29.6,72,0.197260274,2023,5,2,H1,Mining,Industrial & Natural Resources,External,850194000,1275929508,2023 H1,1
S&P/TSX Composite,Canada,Mitchell (Mitch) Goldhar,6.44883E+11,644882,807757,Male,SMARTCENTRES REAL ESTATE INVESTMENT TRUST (Smart Real Estate Investment Trust prior to 10/2017),No,SRU.UN,Chairman (Executive)/CEO,06/09/2021,08:29.6,682,1.868493151,2021,9,3,H2,Real Estate,Financial Services,Internal,593926528,2589407205,2021 H2,1
S&P/TSX Composite,Canada,Gregory (Greg) Lorne Ebel,51337410607,513374,10607,Male,ENBRIDGE INC,No,ENB,President/CEO,01/01/2023,08:29.6,200,0.547945205,2023,1,1,H1,Utilities - Other,Industrial & Natural Resources,Internal,39350867523,75215216847,2023 H1,1
S&P/TSX Composite,Canada,John Frederick Tuer,1.49288E+13,1492883,1696104,Male,LABRADOR IRON ORE ROYALTY CORP,No,LIF,President/CEO,07/03/2019,08:29.6,1596,4.37260274,2019,3,1,H1,Steel & Other Metals,Industrial & Natural Resources,Internal,171889969,1450176511,2019 H1,1
S&P/TSX Composite,Canada,Jonathan (Jon) D Evans,5.49586E+12,549586,1686804,Male,LITHIUM AMERICAS CORP (Western Lithium USA Corp prior to 03/2016),No,LAC,President/CEO,15/05/2019,08:29.6,1527,4.183561644,2019,5,2,H1,Mining,Industrial & Natural Resources,Internal,20980677824,3188946091,2019 H1,1
S&P/TSX Composite,Canada,Peter Gerald Kukielski,4.43367E+11,443366,741619,Male,HUDBAY MINERALS INC,No,HBM,President/CEO,22/01/2020,08:29.6,1275,3.493150685,2020,1,1,H1,Mining,Industrial & Natural Resources,Internal,1461440000,1580144507,2020 H1,1
S&P/TSX Composite,Canada,Robert Jeffrey Orr,51602624851,516026,24851,Male,POWER CORPORATION OF CANADA,No,POW,President/CEO,13/02/2020,08:29.6,1253,3.432876712,2020,2,1,H1,Speciality & Other Finance,Financial Services,Internal,35944971657,16612826735,2020 H1,1
S&P/TSX Composite,Canada,L Scott Thomson,3258274521,325827,4521,Male,BANK OF NOVA SCOTIA (SCOTIABANK),No,BNS,President/CEO,01/02/2023,08:29.6,169,0.463013699,2023,2,1,H1,Banks,Financial Services,Internal,23077792472,59936285061,2023 H1,1
S&P/TSX Composite,Canada,Gordon (Gord) A Johnston,1.29944E+12,1299441,560881,Male,STANTEC INC,No,STN,President/CEO,01/01/2018,08:29.6,2026,5.550684932,2018,1,1,H1,Construction & Building Materials,Industrial & Natural Resources,Internal,4190713483,7246416497,2018 H1,1
S&P/TSX Composite,Canada,Mark Stephen Chalmers,1.11619E+12,1116186,911944,Male,ENERGY FUELS INC (Volcanic Metals Exploration Inc prior to 06/2006),No,EFR,President/CEO,01/02/2018,08:29.6,1995,5.465753425,2018,2,1,H1,Mining,Industrial & Natural Resources,Internal,12515000,894458450,2018 H1,1
S&P/TSX Composite,Canada,Scott Carlyle Balfour,6.40757E+11,640757,269582,Male,EMERA INC (NS Power Holdings Inc prior to 07/2000),No,EMA,President/CEO,29/03/2018,08:29.6,1939,5.312328767,2018,3,1,H1,Electricity,Industrial & Natural Resources,Internal,5601200224,11015953757,2018 H1,1
S&P/TSX Composite,Canada,John Gregory Reid,1.01679E+11,1016787,26720,Male,RUSSEL METALS INC,No,RUS,President/CEO,02/05/2018,08:29.6,1905,5.219178082,2018,5,2,H1,Steel & Other Metals,Industrial & Natural Resources,Internal,3742942258,1670759948,2018 H1,1
S&P/TSX Composite,Canada,Mike Crawley,1.58836E+12,1588361,786751,Male,NORTHLAND POWER INC (Northland Power Income Fund prior to 01/2011),No,NPI,President/CEO,04/08/2018,08:29.6,1811,4.961643836,2018,8,3,H2,Renewable Energy,Industrial & Natural Resources,Internal,1807630881,5101566161,2018 H2,1
S&P/TSX Composite,Canada,Philippe Jette,11115927245,1111592,7245,Male,COGECO COMMUNICATIONS INC (Cogeco Cable Inc prior to 01/2016),No,CCA,President/CEO,01/09/2018,08:29.6,1783,4.884931507,2018,9,3,H2,Telecommunication Services,Technology,Internal,2207934401,1546247942,2018 H2,1
S&P/TSX Composite,Canada,Denis Ricard,6.24654E+11,624653,591805,Male,IA FINANCIAL CORPORATION INC (Industrial Alliance Insurance and Financial Services Inc prior to 01/2019),No,IAG,President/CEO,01/09/2018,08:29.6,1783,4.884931507,2018,9,3,H2,Insurance,Financial Services,Internal,6344532937,6913261760,2018 H2,1
S&P/TSX Composite,Canada,Craig Bryksa,1.45379E+13,1453790,1013070,Male,CRESCENT POINT ENERGY CORP (Formerly known as Crescent Point Energy Trust),No,CPG,President/CEO,05/09/2018,08:29.6,1779,4.873972603,2018,9,3,H2,Oil & Gas,Industrial & Natural Resources,Internal,3316651651,3575164246,2018 H2,1
S&P/TSX Composite,Canada,David J Clare,1.88844E+13,1888439,2672228,Male,TRISURA GROUP LTD,No,TSU,President/CEO,19/10/2018,08:29.6,1735,4.753424658,2018,10,4,H2,Insurance,Financial Services,Internal,388350374,1245104941,2018 H2,1
S&P/TSX Composite,Canada,Eric Lefebvre,1.1115E+13,1111504,1691815,Male,MTY FOOD GROUP INC,No,MTY,CEO,05/11/2018,08:29.6,1718,4.706849315,2018,11,4,H2,Leisure & Hotels,Consumer,Internal,533919121,1114680631,2018 H2,1
S&P/TSX Composite,Canada,Thomas (Tom) J Harrington,13975958032,1397595,8032,Male,PRIMO WATER CORP (Cott Corp prior to 03/2020),No,PRMW,President/CEO,30/12/2018,08:29.6,1663,4.556164384,2018,12,4,H2,Beverages,Consumer,Internal,2215100000,2011573693,2018 H2,1
S&P/TSX Composite,Canada,Jason Mullins,1.46143E+12,1461429,645005,Male,GOEASY LTD (easyhome Ltd prior to 09/2015),No,GSY,Corporate Director/President/CEO,01/01/2019,08:29.6,1661,4.550684932,2019,1,1,H1,Consumer Services,Consumer,Internal,752438723,1384091724,2019 H1,1
S&P/TSX Composite,Canada,Mark Kenney,1.20239E+12,1202394,605267,Male,CANADIAN APARTMENT PROPERTIES REAL ESTATE INVESTMENT TRUST (CAPREIT),No,CAR.UN,President/CEO,27/03/2019,08:29.6,1576,4.317808219,2019,3,1,H1,Real Estate,Financial Services,Internal,743530541,6249689552,2019 H1,1
S&P/TSX Composite,Canada,Rael L Diamond,7.42844E+12,742844,1984815,Male,CHOICE PROPERTIES REAL ESTATE INVESTMENT TRUST,No,CHP.UN,President/CEO,01/05/2019,08:29.6,1541,4.221917808,2019,5,2,H1,Real Estate,Financial Services,Internal,933479730,3273559886,2019 H1,1
S&P/TSX Composite,Canada,Raymond (Ray) W Ferris,6.45402E+11,645401,604818,Male,WEST FRASER TIMBER CO LTD,No,"WFG, WFT",President/CEO,30/06/2019,08:29.6,1481,4.057534247,2019,6,2,H1,Forestry & Paper,Industrial & Natural Resources,Internal,9701000000,6681370297,2019 H1,1
S&P/TSX Composite,Canada,Éric Vachon,9.98711E+11,998710,836485,Male,STELLA JONES INC,No,SJ,President/CEO,11/10/2019,08:29.6,1378,3.775342466,2019,10,4,H2,Forestry & Paper,Industrial & Natural Resources,Internal,2262477423,2946858051,2019 H2,1
S&P/TSX Composite,Canada,Ian Leslie Edwards,1.19562E+11,1195618,39205,Male,SNC-LAVALIN GROUP INC,No,SNC,President/CEO,31/10/2019,08:29.6,1358,3.720547945,2019,10,4,H2,Construction & Building Materials,Industrial & Natural Resources,Internal,5572434651,4530205070,2019 H2,1
S&P/TSX Composite,Canada,Ian M Fillinger,1.32348E+12,1323479,244987,Male,INTERFOR CORP (International Forest Products Ltd prior to 05/2014),No,IFP,President/CEO,01/01/2020,08:29.6,1296,3.550684932,2020,1,1,H1,Forestry & Paper,Industrial & Natural Resources,Internal,3383784117,913328973,2020 H1,1
S&P/TSX Composite,Canada,Timothy (Tim) O'Day,1.45331E+13,1453314,1907223,Male,BOYD GROUP SERVICES INC (Boyd Group Income Fund prior to 01/2020),No,BYD,President/CEO,02/01/2020,08:29.6,1295,3.547945205,2020,1,1,H1,Consumer Services,Consumer,Internal,2432318000,3956168624,2020 H1,1
S&P/TSX Composite,Canada,Mirko Bibic,11957933782,1195793,3782,Male,BCE INC (Formerly known as Bell Canada Enterprises Inc),No,BCE,President/CEO,05/01/2020,08:29.6,1292,3.539726027,2020,1,1,H1,Telecommunication Services,Technology,Internal,17844414104,41054015818,2020 H1,1
S&P/TSX Composite,Canada,Terry M Anderson,7.3064E+12,730640,1680404,Male,ARC RESOURCES LTD,No,ARX,President/CEO,20/02/2020,08:29.6,1246,3.41369863,2020,2,1,H1,Oil & Gas,Industrial & Natural Resources,Internal,6378636186,8140561323,2020 H1,1
S&P/TSX Composite,Canada,Gregory (Greg) Hubert Hicks,13818225641,1381822,5641,Male,CANADIAN TIRE CORP LTD,No,"CTC, CTC.A, CTR, CTR.NV",President/CEO,12/03/2020,08:29.6,1225,3.356164384,2020,3,1,H1,General Retailers,Consumer,Internal,13147171417,7888853929,2020 H1,1
S&P/TSX Composite,Canada,Vlad Volodarski,1.20273E+12,1202732,749540,Male,CHARTWELL RETIREMENT RESIDENCES (Chartwell Seniors Housing Real Estate Investment Trust prior to 01/2013),No,CSH.UN,CEO,15/03/2020,08:29.6,1222,3.347945205,2020,3,1,H1,Real Estate,Financial Services,Internal,522615306,1640362459,2020 H1,1
S&P/TSX Composite,Canada,Éric Martel,11961254773,1196125,4773,Male,BOMBARDIER INC,No,"BBD.A, BBD.B",President/CEO,06/04/2020,08:29.6,1200,3.287671233,2020,4,2,H1,Engineering & Machinery,Industrial & Natural Resources,Internal,6913000000,4667313916,2020 H1,1
S&P/TSX Composite,Canada,Paul J Brink,1.11937E+13,1119373,1017155,Male,FRANCO NEVADA CORP,No,FNV,President/CEO,06/05/2020,08:29.6,1170,3.205479452,2020,5,2,H1,Mining,Industrial & Natural Resources,Internal,1315700000,26389819020,2020 H1,1
S&P/TSX Composite,Canada,David Rae,1.30311E+12,1303110,486408,Male,DUNDEE PRECIOUS METALS INC,No,DPM,President/CEO,07/05/2020,08:29.6,1169,3.202739726,2020,5,2,H1,Mining,Industrial & Natural Resources,Internal,569795000,1249460219,2020 H1,1
S&P/TSX Composite,Canada,Nitin Jain,1.39267E+13,1392674,1708504,Male,SIENNA SENIOR LIVING INC (Leisureworld Senior Care Corp prior to 05/2015),No,SIA,President/CEO,11/06/2020,08:29.6,1134,3.106849315,2020,6,2,H1,Health,Healthcare,Internal,530438385,610400261,2020 H1,1
S&P/TSX Composite,Canada,Jody L Kuzenko,2.10173E+12,2101731,918093,Female,TOREX GOLD RESOURCES INC,No,TXG,President/CEO,17/06/2020,08:29.6,1128,3.090410959,2020,6,2,H1,Mining,Industrial & Natural Resources,Internal,855800000,1155374060,2020 H1,1
S&P/TSX Composite,Canada,James (Jamie) Beck,1.40585E+13,1405845,2515927,Male,FILO CORP (Filo Mining Corp prior to 06/2023),No,FIL,President/CEO,19/06/2020,08:29.6,1126,3.084931507,2020,6,2,H1,Mining,Industrial & Natural Resources,Internal,20980677824,2318133196,2020 H1,1
S&P/TSX Composite,Canada,J (Brad) Bradley Green,5.38081E+12,538081,1985740,Male,PARK LAWN CORP (PLC),No,PLC,CEO,22/06/2020,08:29.6,1123,3.076712329,2020,6,2,H1,Consumer Services,Consumer,Internal,240723255,612284623,2020 H1,1
S&P/TSX Composite,Canada,John McKenzie,8.33878E+11,833877,605292,Male,TMX GROUP LTD (TMX Group Inc prior to 09/2012),No,X,CEO,17/08/2020,08:29.6,1067,2.923287671,2020,8,3,H2,Speciality & Other Finance,Financial Services,Internal,824235657,6100385964,2020 H2,1
S&P/TSX Composite,Canada,David M Spyker,7.34673E+12,734673,1732691,Male,FREEHOLD ROYALTIES LTD (Freehold Royalty Trust prior to 01/2011),No,FRU,President/CEO,08/09/2020,08:29.6,1045,2.863013699,2020,9,3,H2,Oil & Gas,Industrial & Natural Resources,Internal,290113826,1498775597,2020 H2,1
S&P/TSX Composite,Canada,Rodney (Rod) P Antal,53022328009,530223,28009,Male,SSR MINING INC (Silver Standard Resources Inc prior to 08/2017),No,SSRM,Chairman (Executive)/President/CEO,16/09/2020,08:29.6,1037,2.84109589,2020,9,3,H2,Mining,Industrial & Natural Resources,Internal,1148033000,2826880743,2020 H2,1
S&P/TSX Composite,Canada,Jon Faber,1.36611E+12,1366114,585493,Male,PASON SYSTEMS INC (Pason Systems Corp prior to 12/1997),No,PSI,President/CEO,01/10/2020,08:29.6,1022,2.8,2020,10,4,H2,Oil & Gas,Industrial & Natural Resources,Internal,247283984,682435810,2020 H2,1
S&P/TSX Composite,Canada,Patrick Decostre,7.3139E+12,731390,1095558,Male,BORALEX INC,No,BLX,President/CEO,01/12/2020,08:29.6,961,2.632876712,2020,12,4,H2,Renewable Energy,Industrial & Natural Resources,Internal,617106403,2777990325,2020 H2,1
S&P/TSX Composite,Canada,David G Hutchens,54393846263,543938,46263,Male,FORTIS INC,No,FTS,President/CEO,01/01/2021,08:29.6,930,2.547945205,2021,1,1,H1,Electricity,Industrial & Natural Resources,Internal,8151562213,20557331698,2021 H1,1
S&P/TSX Composite,Canada,Francois L Poirier,7.30769E+11,730768,551121,Male,TC ENERGY CORP (Transcanada Corp prior to 05/2019),No,TRP,President/CEO,01/01/2021,08:29.6,930,2.547945205,2021,1,1,H1,Utilities - Other,Industrial & Natural Resources,Internal,11055505503,39179097041,2021 H1,1
S&P/TSX Composite,Canada,Seetarama (Swamy) Kotagiri,1.3033E+11,1303304,19440,Male,MAGNA INTERNATIONAL INC,No,"MG, MG.A, MG.SVA",CEO,01/01/2021,08:29.6,930,2.547945205,2021,1,1,H1,Automobiles & Parts,Industrial & Natural Resources,Internal,37840000000,16501915487,2021 H1,1
